"INDEX","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","JOB_EDU","HOME_INCOME","MVR_PTS_Trans","AGE_SEX","BLUEBOOK_TRAN","TARGET_FLAG_Proba","TARGET_FLAG","TARGET_AMT"
1931,1,40,2,16,84594,0,263300,1,1,4,7,26,0,13960,1,1,0,0,0,0,0,19,1,3,141.605416494685,0,7.42714413340862,98.9769611385765,0.3,0,0
1941,0,52,0,13,40833,0,159144,1,0,1,3,66,1,10780,4,4,1,0,0,0,0,4,0,1,127.169109566345,0,3.97029191355212,89.3815272523258,0.3,0,0
1950,0,46,0,12,132651,0,340258,1,1,4,5,11,1,24800,6,4,0,0,0,0,0,12,1,3,150.24453916405,0,7.70029520342012,124.046380109534,0.2,0,0
1951,0,44,0,12,43650,0,116191,1,1,4,7,32,0,10270,1,6,0,0,0,0,0,11,1,3,124.607268136307,0,7.61332497954064,87.6861216111667,0.4,0,0
1954,0,43,0,11,23486,0,0,0,1,3,2,5,0,8070,1,1,0,0,0,0,0,12,0,2,0,0,7.56837926783652,79.7060672709361,0.2,0,0
1961,0,44,0,4,109624,0,0,0,0,3,6,29,1,21170,3,3,0,54399,4,0,6,14,1,3,0,2,3.80666248977032,116.581850066784,0.8,1,4512.77858938708
1966,0,43,2,15,43808,0,176022,1,0,3,5,55,0,10280,10,1,0,0,0,0,2,7,0,3,129.088720878523,1,3.78418963391826,87.7198576463296,0.1,0,0
1979,0,41,0,13,49662,0,221544,1,1,3,4,31,0,19730,1,4,0,0,0,0,0,9,1,2,133.090714227046,0,7.47533923656674,113.402282001094,0.4,0,0
1982,0,55,0,13,114924,0,0,0,0,4,7,8,0,19710,6,1,1,0,0,0,0,17,1,3,0,0,4.02535169073515,113.357130392128,0.2,0,0
1987,0,42,0,7,76034,0,0,0,1,2,3,39,1,11880,1,2,0,0,0,1,0,5,1,2,0,0,7.52240023138712,92.8769671803167,0.7,1,3741.54909406821
1997,0,52,0,13,160405,0,0,0,0,4,6,8,1,19170,1,3,0,16951,5,0,3,11,1,3,0,1,3.97029191355212,112.127208176826,0.7,1,4247.33706500119
2004,0,46,0,13,170949,0,458806,1,0,5,6,30,0,23730,1,1,0,0,0,0,0,15,1,3,157.077049651659,0,3.85014760171006,121.920384916884,0.1,0,0
2011,0,40,1,11,29310,0,118987,1,0,2,4,5,1,9240,1,4,0,0,0,1,1,2,1,2,120.206903849087,1,3.71357206670431,84.0966574975709,0.6,1,3672.26913964201
2015,0,57,2,0,0,0,82024,1,1,3,2,14,0,1500,6,2,0,8694,3,0,1,5,1,2,0,1,8.12088602109284,40.5424053774084,0.6,1,3022.39667644951
2025,0,59,0,11,39763,0,190272,1,1,3,2,13,1,21190,7,4,0,0,0,0,1,10,0,2,128.743037724114,1,8.1886891244442,116.625057700578,0.2,0,0
2033,0,38,2,14,57684,1,189247,0,1,3,5,22,0,5300,10,6,0,5892,2,0,0,17,1,3,133.206361638951,0,7.32712329225929,67.4388480267737,0.6,1,3375.36092985515
2034,1,38,2,13,58193,0,199571,1,0,3,3,24,0,26650,10,1,0,0,0,0,1,8,0,2,133.895879944106,1,3.66356164612965,127.592662111524,0.1,0,0
2035,1,62,1,11,66784,0,262589,1,0,3,6,49,0,29350,1,2,1,0,0,0,0,1,1,3,138.624898042747,0,4.14313472639153,132.50585024103,0.3,0,0
2036,0,51,0,0,0,0,0,0,1,3,2,33,0,4270,4,6,0,0,0,0,5,9,1,2,0,2,7.90248743716286,61.8634744497754,0.8,1,3538.04088999366
2053,0,50,0,8,21567,0,149254,1,0,1,3,42,1,17990,1,3,0,5228,2,0,5,1,1,1,118.883528780515,2,3.93182563272433,109.363242703321,0.7,1,4323.73656129885
2059,0,37,3,15,72019,1,0,0,1,3,5,46,0,12400,1,2,0,1109,3,0,8,1,1,3,0,2,7.27517231945277,94.4600280869519,0.8,1,4215.40527558722
2060,0,33,3,12,14369,0,142305,1,1,1,4,37,0,32280,10,2,0,0,0,0,4,6,0,1,113.589470100387,2,7.05272104923232,137.531910897534,0.1,0,0
2073,0,43,0,0,0,0,0,1,1,2,2,32,0,14530,1,1,0,8894,3,0,0,12,1,1,0,0,7.56837926783652,100.549409317483,0.6,1,3853.625062309
2084,0,42,0,12,4215,0,0,1,1,1,1,23,0,6120,12,2,0,4995,3,0,5,1,1,0,0,2,7.52240023138712,71.4152589098561,0.7,1,3657.45368955204
2089,0,40,1,11,71293,1,164600,0,1,3,3,27,1,8630,3,2,0,0,0,0,0,12,0,2,134.220854543065,0,7.42714413340862,81.8532867397265,0.3,0,0
2092,0,32,2,13,34368,0,142365,1,1,1,3,48,0,7640,17,6,0,0,0,0,2,1,1,1,123.94093979063,1,6.99301512293296,77.9941494988303,0.5,1,3645.03949245232
2109,0,49,0,14,28696,0,164841,0,0,3,4,49,1,5920,4,4,1,0,0,0,0,7,1,2,123.305372642531,0,3.91202300542815,70.4772486155691,0.6,1,3410.00390772975
2129,0,66,1,14,45876,0,207530,1,1,2,5,30,0,18880,3,6,0,28353,1,0,7,1,1,2,131.413310403125,2,8.40938523878193,111.457868479452,0.6,1,4520.01345051127
2134,0,46,0,6,106711,0,312123,1,1,2,3,26,1,12630,4,2,0,9091,3,0,0,10,1,2,146.47367653089,0,7.70029520342012,95.1471824452149,0.5,1,3774.97685784518
2135,0,39,0,14,167127,0,468778,1,0,5,7,25,0,20910,10,1,1,0,0,0,1,13,1,4,157.040873977403,1,3.68887945411394,116.017847276409,0.1,0,0
2148,0,55,1,15,67140,0,228964,1,1,3,3,72,1,21130,9,1,0,0,0,0,0,12,0,2,137.168269502731,0,8.0507033814703,116.49535928419,0.2,0,0
2149,1,40,2,14,32267,0,123204,1,0,1,3,33,0,7530,6,1,1,0,0,0,0,1,0,1,121.691724850007,0,3.71357206670431,77.5467280795028,0.2,0,0
2150,0,46,0,13,23863,0,143184,1,0,4,7,44,0,11320,1,4,1,7387,2,0,4,18,1,3,119.670178947579,2,3.85014760171006,91.1236235920421,0.5,1,3935.68995780476
2165,1,41,2,10,132114,1,0,0,0,4,7,33,1,18810,3,3,0,943,2,0,5,13,1,3,0,2,3.73766961828337,111.295356071798,0.8,1,4350.05176614848
2166,0,45,0,13,117609,0,362233,1,0,4,7,5,0,17760,4,3,1,0,0,0,0,23,1,3,149.442189060198,0,3.8286413964891,108.811597278377,0.1,0,0
2168,0,56,0,12,184068,0,0,0,0,5,8,31,0,33080,7,1,0,0,0,0,2,13,1,4,0,1,4.04305126783455,138.854952387966,0.2,0,0
2170,0,41,0,12,75080,0,237088,1,1,3,6,37,0,9010,1,2,0,6244,2,0,4,3,1,3,138.939113940705,2,7.47533923656674,83.261831822016,0.5,1,3795.83644828846
2171,0,46,0,10,76744,0,231484,0,1,3,3,62,0,15300,16,2,0,0,0,0,0,10,1,2,138.941344944408,0,7.70029520342012,102.614372501915,0.3,0,0
2172,0,39,0,7,140469,0,351523,1,1,3,6,8,0,29170,1,4,0,0,0,0,0,13,1,3,151.360001864641,0,7.37775890822787,132.187191098837,0.2,0,0
2176,0,53,0,12,38720,0,183228,1,0,3,3,29,1,10670,6,1,0,0,0,0,0,1,1,2,128.021414340189,0,3.98898404656427,89.020102022302,0.4,0,0
2182,0,45,0,13,69852,0,214714,1,1,3,5,10,0,6000,11,2,0,0,0,0,0,8,1,3,136.940224452109,0,7.65728279297819,70.8547611682318,0.2,0,0
2189,1,36,1,9,3747,0,0,1,1,2,1,38,1,5100,10,6,0,0,0,0,3,10,0,1,0,1,7.22183582528845,66.412255661046,0.5,1,3508.70198895311
2191,0,49,0,0,0,0,0,0,0,2,1,64,0,2630,10,1,1,0,0,0,0,7,0,1,0,0,3.91202300542815,50.9203788722983,0.3,0,0
2197,0,59,2,16,35192,0,165343,1,1,2,4,30,0,10920,7,2,0,0,0,0,0,3,0,2,125.788460203876,0,8.1886891244442,89.8382515604117,0.1,0,0
2202,0,40,3,0,0,1,92488,0,1,2,2,28,0,7120,7,6,0,0,0,0,3,6,0,1,0,1,7.42714413340862,75.8426314618384,0.5,0,0
2203,0,53,0,13,189509,0,0,0,1,5,6,36,0,27680,1,2,0,0,0,0,3,17,1,3,0,1,7.97796809312855,129.501620871112,0.4,0,0
2204,0,40,0,9,25505,0,0,0,1,2,3,40,1,17330,1,2,0,0,0,0,1,10,1,2,0,1,7.42714413340862,107.768331699135,0.7,1,4043.79368304822
2206,1,40,2,15,30324,1,0,0,1,1,3,27,0,11590,1,2,0,0,0,0,5,6,1,1,0,2,7.42714413340862,91.9755004083856,0.8,1,3995.35963017141
2218,0,39,1,11,61793,0,226016,1,1,4,5,26,0,28290,6,4,0,0,0,0,0,1,1,3,136.00112280404,0,7.37775890822787,130.61159718261,0.2,0,0
2219,0,57,0,14,62894,0,242043,1,0,3,5,38,0,14870,7,1,1,3989,1,0,7,11,1,3,136.975821205217,2,4.06044301054642,101.469324048516,0.4,0,0
2221,0,50,0,13,63799,0,0,0,0,1,3,43,0,16050,1,1,1,3754,1,0,3,1,1,1,0,1,3.93182563272433,104.565010420246,0.6,1,4097.7694941889
2226,1,40,3,9,130051,0,379840,1,1,3,3,23,1,23470,11,1,0,0,0,0,2,9,1,2,151.288267248813,1,7.42714413340862,121.394906348501,0.3,0,0
2228,0,46,0,10,35678,0,0,0,1,3,1,73,1,12610,14,2,0,0,0,0,0,8,1,1,0,0,7.70029520342012,95.087737534262,0.7,1,3775.46617613984
2232,0,51,0,11,51605,0,0,0,0,1,3,41,0,15100,4,1,1,30605,1,1,5,7,1,1,0,2,3.95124371858143,102.084292266,0.8,1,4163.67476308332
2236,0,35,3,11,88117,1,236440,0,1,3,3,55,1,17400,6,1,0,0,0,0,0,10,1,2,140.889493688718,0,7.16703787691222,107.939244056228,0.6,1,3980.91506666849
2241,0,59,0,13,63969,0,187263,0,1,2,3,42,1,16210,4,4,0,4733,3,0,11,1,1,2,134.346337248452,2,8.1886891244442,104.973836849495,0.8,1,4623.75239214938
2245,0,54,0,12,102295,0,299916,0,0,5,6,18,0,14320,4,1,0,0,0,0,0,15,1,3,145.478788960586,0,4.00733318523247,99.9745843977878,0.2,0,0
2251,0,35,2,0,0,0,75659,1,1,1,1,29,0,6140,10,6,0,10139,1,0,0,1,1,0,0,0,7.16703787691222,71.5080149970935,0.7,1,3446.24911331814
2255,0,55,0,9,41159,0,190351,1,0,1,4,28,1,11120,6,4,0,0,0,0,0,6,0,1,129.166897686158,0,4.02535169073515,90.4844989281352,0.2,0,0
2256,0,54,0,15,48466,0,187224,1,1,3,3,41,1,29490,4,1,0,0,0,0,0,3,0,2,130.974786738119,0,8.01466637046494,132.752864688477,0.1,0,0
2259,0,52,0,10,2680,0,0,0,1,5,2,53,0,11380,11,1,0,0,0,0,0,17,0,2,0,0,7.94058382710424,91.3140025521995,0.2,0,0
2263,2,36,2,9,69434,0,230609,1,0,3,3,49,0,3860,4,1,1,3367,2,0,0,7,1,2,137.662698385658,0,3.61091791264422,59.4132674680722,0.5,1,3226.00221825356
2264,0,57,0,4,77686,0,240777,1,0,5,8,27,0,27020,6,1,1,0,0,0,3,14,1,4,139.535252971829,1,4.06044301054642,128.283552601536,0.1,0,0
2267,0,45,0,6,75109,0,277896,0,0,4,7,26,0,15350,1,1,1,0,0,0,0,19,1,3,140.726862467151,0,3.8286413964891,102.746224607679,0.2,0,0
2273,1,42,3,11,59800,1,0,0,0,2,4,37,0,11680,3,4,1,6914,3,0,5,1,1,2,0,2,3.76120011569356,92.2567386664439,0.9,1,4023.91721956438
2277,0,29,1,0,0,0,0,1,1,2,2,42,0,10860,1,2,0,0,0,1,0,1,1,1,0,0,6.80239476332431,89.6429569875991,0.7,1,3692.20359179381
2287,0,47,0,11,46812,0,166668,1,0,4,7,36,0,10880,10,4,0,0,0,1,0,16,1,3,129.302562425528,0,3.87120101090789,89.7081288808651,0.3,0,0
2289,0,46,0,11,97475,0,0,0,1,2,6,51,0,21440,4,6,0,8393,1,0,5,7,1,2,0,2,7.70029520342012,117.163045881237,0.7,1,4500.74466573121
2291,0,46,0,16,46018,0,142627,1,1,3,5,13,0,16700,4,1,0,1003,1,0,0,12,1,3,127.424404348836,0,7.70029520342012,106.210613109482,0.3,0,0
2296,0,30,0,0,0,0,0,0,0,2,1,25,1,4500,1,4,1,2409,3,0,3,9,1,1,0,1,3.43398720448515,63.1748755741996,0.9,1,3443.34336472066
2299,0,43,2,10,27496,0,152043,1,1,1,4,47,1,35890,6,5,1,0,0,1,0,8,0,1,121.966137383034,0,7.56837926783652,143.351844507556,0.3,0,0
2306,0,37,0,12,49548,0,0,0,1,2,4,29,0,7120,6,2,0,0,0,0,0,1,0,2,0,0,7.27517231945277,75.8426314618384,0.2,0,0
2314,0,57,0,11,93401,0,0,0,1,3,6,12,1,28100,6,4,0,7314,2,0,5,13,1,3,0,2,8.12088602109284,130.267461911514,0.6,1,4735.50590085662
2317,0,51,0,12,82886,0,237613,1,1,5,2,26,0,21480,3,6,0,26426,2,0,3,17,0,2,140.188302088852,1,7.90248743716286,117.248764682006,0.2,0,0
2318,3,40,3,12,47456,0,165012,1,0,2,3,36,1,25920,1,5,0,3402,1,0,0,5,1,2,129.359324067082,0,3.71357206670431,126.212016084922,0.7,1,4356.80661853503
2321,0,32,2,12,39144,1,0,0,1,1,3,34,0,5410,4,2,0,23418,3,1,5,1,1,1,0,2,6.99301512293296,67.993322841621,0.9,1,3603.47464855287
2324,0,46,0,6,34508,0,183694,1,1,2,4,14,0,8430,1,2,0,25401,3,0,1,6,0,2,126.652366207061,1,7.70029520342012,81.0965584074486,0.2,0,0
2340,1,38,1,6,0,0,113408,1,1,1,4,52,0,7340,7,2,0,0,0,0,0,1,1,1,0,0,7.32712329225929,76.7643248602514,0.6,1,3491.26662203342
2343,0,50,0,12,73671,0,241420,1,1,4,7,6,0,22420,1,1,0,0,0,0,0,15,1,3,138.907579066536,0,7.86365126544865,119.235479787895,0.2,0,0
2349,0,49,0,11,89659,0,0,0,0,3,5,31,0,1500,4,1,1,5064,2,0,1,13,1,3,0,1,3.91202300542815,40.5424053774084,0.5,1,3010.28044274754
2352,0,51,0,7,141546,0,351285,0,0,5,6,18,1,29330,4,5,1,1184,2,0,4,6,1,3,151.449504959428,2,3.95124371858143,132.470503240791,0.4,0,0
2353,0,46,0,14,34705,0,173076,1,0,2,3,50,1,9570,7,4,1,0,0,0,0,7,1,2,126.098891324464,0,3.85014760171006,85.2723803184837,0.5,1,3636.41994768472
2365,0,38,0,0,0,0,0,0,1,1,1,40,0,1630,4,6,0,9228,2,0,7,6,1,0,0,2,7.32712329225929,41.9411249632143,0.9,1,3338.38933968725
2370,0,36,2,12,69546,0,186300,1,1,2,3,33,1,12050,1,6,0,5106,2,0,1,1,1,2,135.303640058942,1,7.22183582528845,93.3991219837209,0.7,1,3843.38807200736
2378,0,41,1,10,137815,1,0,0,1,3,6,33,0,16160,9,1,0,0,0,1,1,1,1,3,0,1,7.47533923656674,104.846346741159,0.5,1,3989.90459204001
2390,0,43,0,9,43505,0,107149,0,1,3,4,37,0,10780,4,2,0,3904,1,0,5,10,1,2,123.70317603308,2,7.56837926783652,89.3815272523258,0.6,1,3947.51681131881
2399,0,41,3,12,48762,0,176946,1,1,2,4,26,0,28090,1,1,0,3996,2,0,4,12,1,2,130.439224189775,2,7.47533923656674,130.2493098671,0.5,0,0
2402,2,45,2,10,71119,1,0,0,1,3,4,43,0,15600,1,1,0,3534,3,0,5,4,1,2,0,2,7.65728279297819,103.401547160799,0.8,1,4190.01157593214
2403,1,39,2,12,40608,1,176832,0,1,2,4,20,0,9130,9,2,0,0,0,0,3,6,1,2,128.221301599687,1,7.37775890822787,83.6990102239882,0.5,1,3748.1918804661
2404,0,43,0,11,50260,0,178766,1,1,2,5,36,0,20490,6,1,0,0,0,0,0,1,1,2,130.915617476278,0,7.56837926783652,115.097564178564,0.3,0,0
2414,0,36,0,9,32645,0,190491,1,0,5,8,51,0,8360,4,1,1,7466,3,0,0,14,1,4,126.357305960778,0,3.61091791264422,80.8290925469799,0.3,0,0
2422,2,39,2,15,64990,0,197575,1,1,2,5,5,1,17510,10,4,0,0,0,0,0,7,1,2,135.132612362498,0,7.37775890822787,108.206966763762,0.4,0,0
2424,0,45,0,13,107012,0,322746,1,0,4,6,43,1,28300,4,5,1,0,0,0,3,1,1,3,146.896896365209,1,3.8286413964891,130.629670062398,0.4,0,0
2430,0,46,0,7,76216,0,0,0,1,4,2,56,0,13720,4,2,0,0,0,1,3,19,1,2,0,1,7.70029520342012,98.3030423652974,0.7,1,3983.6880988761
2435,1,51,1,8,33043,0,253662,1,0,2,3,5,1,12430,1,1,1,9000,1,0,0,11,1,2,129.484750094183,0,3.95124371858143,94.5500998223002,0.5,0,0
2439,0,55,0,12,51512,0,0,0,0,3,4,29,1,9160,6,4,0,0,0,0,0,4,0,2,0,0,4.02535169073515,83.8077509159054,0.3,0,0
2442,0,51,0,14,37098,0,93311,0,0,4,4,24,1,10310,7,4,1,9736,3,0,2,19,1,3,120.403161184111,1,3.95124371858143,87.8209445909975,0.7,1,3772.14531748611
2445,1,38,1,9,100796,1,0,0,0,3,5,26,0,16860,6,1,1,3011,4,0,0,8,1,3,0,0,3.66356164612965,106.609607675665,0.6,1,3959.51768702917
2449,0,43,1,12,71402,0,210868,1,1,4,6,21,1,27250,1,5,0,9712,3,0,1,15,1,3,137.007665306606,1,7.56837926783652,128.710091092195,0.5,1,4457.56723425163
2451,0,50,0,0,0,0,0,0,1,2,2,8,0,6500,7,2,0,0,0,0,0,1,1,1,0,0,7.86365126544865,73.1467359641131,0.5,0,0
2461,0,29,3,13,24365,1,0,0,1,2,1,9,1,6840,7,2,0,36744,1,1,2,1,1,1,0,1,6.80239476332431,74.6438200631442,0.9,1,3557.11108155619
2464,0,40,2,11,45996,1,0,0,0,3,5,5,0,16080,3,1,1,0,0,0,0,1,1,3,0,0,3.71357206670431,104.641856027995,0.4,0,0
2465,2,43,3,12,53073,1,213525,0,1,4,7,39,0,23100,10,4,0,5328,4,0,5,13,1,3,133.507229016653,2,7.56837926783652,120.640888686641,0.7,1,4541.51294212907
2472,0,52,0,0,0,0,148315,1,0,1,1,62,0,7070,4,4,1,0,0,0,2,1,0,0,0,1,3.97029191355212,75.6307163904305,0.4,0,0
2476,0,51,0,8,46993,0,175488,1,1,3,3,40,1,11300,1,1,0,4219,4,0,3,6,1,2,129.903703425187,1,7.90248743716286,91.0600258081961,0.7,1,3860.48418792069
2482,0,48,0,9,16468,0,127759,1,1,1,4,19,0,16540,1,2,0,0,0,0,0,1,1,1,114.160300714734,0,7.78364059622125,105.809256127296,0.4,0,0
2487,1,43,2,12,83803,1,285833,0,1,2,3,31,1,19050,7,2,0,1670,2,0,2,1,0,2,142.4190205972,1,7.56837926783652,111.851001958067,0.4,0,0
2498,1,44,2,11,63215,0,202136,1,1,3,5,9,0,12930,6,2,0,7746,1,0,5,10,1,3,135.047232776533,2,7.61332497954064,96.0319811886315,0.4,0,0
2501,0,46,0,12,128026,0,350087,1,1,5,6,27,1,21170,6,4,0,0,0,0,0,7,1,3,150.127407190958,0,7.70029520342012,116.581850066784,0.3,0,0
2504,0,34,1,10,74356,0,233461,1,1,3,6,41,0,1500,13,2,0,5926,2,0,8,13,1,3,138.646273501682,2,7.11069612297883,40.5424053774084,0.5,0,0
2511,1,37,3,6,29251,1,0,0,1,1,4,37,0,22300,12,1,0,0,0,0,0,5,1,1,0,0,7.27517231945277,118.984751005401,0.5,1,4180.6855315651
2518,0,28,2,14,11550,0,104450,1,0,1,4,23,0,6180,1,1,0,0,0,0,0,1,0,1,108.105345270034,0,3.36729582998647,71.6929702094411,0.2,0,0
2521,0,45,0,11,124745,0,0,0,1,4,7,45,0,27150,6,4,0,0,0,0,2,10,1,3,0,1,7.65728279297819,128.524913215228,0.4,0,0
2530,0,51,0,11,71939,0,0,0,0,3,6,14,0,13790,1,1,0,0,0,0,2,8,1,3,0,1,3.95124371858143,98.5003472958703,0.4,0,0
2543,0,37,2,11,36073,0,0,1,0,1,4,32,1,22690,6,5,1,8193,4,0,5,6,1,1,0,2,3.63758615972639,119.796612009726,0.8,1,4542.21447340558
2545,2,44,2,13,142551,1,391566,0,1,4,7,16,0,5900,11,6,0,39019,1,0,8,18,1,3,152.828131909623,2,7.61332497954064,70.3823799560038,0.7,1,3821.67910795533
2561,0,47,0,7,69496,0,0,0,0,2,5,43,1,24310,10,5,1,0,0,0,0,1,1,2,0,0,3.87120101090789,123.079956488383,0.5,1,4301.25174636715
2566,0,49,0,10,41068,0,0,0,0,2,3,28,1,21130,6,3,1,7463,2,0,0,1,1,2,0,0,3.91202300542815,116.49535928419,0.6,1,4159.37533023501
2572,0,45,1,9,51221,0,166715,1,0,1,4,51,0,16550,1,1,1,0,0,0,1,6,1,1,130.387857212349,1,3.8286413964891,105.834410846318,0.4,0,0
2577,0,44,0,0,0,0,0,0,1,5,2,26,0,22490,11,1,0,0,0,0,1,15,1,2,0,1,7.61332497954064,119.38135655434,0.4,0,0
2578,0,49,0,13,96057,0,245655,1,0,3,5,76,1,27660,6,5,0,0,0,0,2,9,1,3,142.39565927383,1,3.91202300542815,129.464974205739,0.5,0,0
2580,0,35,0,5,37684,0,155474,0,0,4,5,29,0,11040,1,1,1,9788,2,0,3,9,1,3,125.962037459434,1,3.58351893845611,90.2268663550569,0.5,0,0
2581,0,41,0,11,56281,0,179309,0,0,3,6,54,0,11230,1,1,0,5916,1,0,1,13,1,3,132.317152870914,1,3.73766961828337,90.8368857747682,0.5,0,0
2582,0,56,1,15,50384,0,191197,1,0,3,6,38,0,14990,1,1,1,0,0,0,0,9,1,3,131.673306571462,0,4.04305126783455,101.790902524799,0.3,0,0
2584,0,51,0,12,57910,0,229038,1,0,4,7,13,0,13610,10,1,0,0,0,0,2,13,1,3,135.346685217614,1,3.95124371858143,97.9917346130657,0.2,0,0
2590,0,41,1,12,141776,0,352314,1,0,5,6,62,1,22220,4,3,0,0,0,0,0,11,0,3,151.504932922825,0,3.73766961828337,118.817136310509,0.1,0,0
2598,0,38,4,19,30735,0,136298,1,1,1,4,15,0,21430,10,1,0,0,0,0,0,4,0,1,122.165235636238,0,7.32712329225929,117.141600787156,0.1,0,0
2602,0,51,0,15,104346,0,319207,1,1,2,3,33,1,24860,17,1,0,2131,1,0,3,1,1,2,146.449474648959,1,7.90248743716286,124.163906499734,0.3,0,0
2605,0,62,0,11,34580,0,195895,1,1,4,7,12,0,20880,1,1,0,6200,1,0,3,12,0,3,127.349707011698,1,8.28626945278307,115.952492550154,0.1,0,0
2616,0,47,0,8,130087,0,0,0,1,4,7,28,0,11980,1,2,0,0,0,0,0,22,1,3,0,0,7.74240202181578,93.184670301717,0.4,0,0
2618,0,47,0,9,59233,0,167038,0,1,3,3,14,1,21420,1,1,0,0,0,0,1,8,1,2,132.15654104433,1,7.74240202181578,117.120149526232,0.5,0,0
2619,0,53,0,11,91924,0,249756,1,0,2,3,5,1,19330,13,3,0,20463,1,1,3,8,1,2,142.039020846121,1,3.98898404656427,112.493830970358,0.5,0,0
2624,0,47,0,12,60936,0,254729,1,0,3,5,24,0,14220,10,1,0,0,0,0,0,10,1,3,137.146585922039,0,3.87120101090789,99.699031935961,0.2,0,0
2632,0,53,0,8,132536,0,368061,1,0,3,5,43,1,20050,1,3,0,0,0,0,0,9,1,3,151.15989194962,0,3.98898404656427,114.120904627912,0.3,0,0
2640,0,55,0,12,41341,0,0,0,1,4,7,24,0,10690,7,1,0,0,0,1,0,9,1,3,0,0,8.0507033814703,89.0859858897827,0.4,0,0
2646,0,41,0,7,37771,0,169247,1,1,3,2,44,0,9380,4,2,0,0,0,0,0,11,0,2,126.88418266698,0,7.47533923656674,84.5985580349747,0.1,0,0
2651,0,56,0,13,112246,0,0,0,0,5,7,10,0,17180,7,3,0,0,0,0,2,10,1,4,0,1,4.04305126783455,107.400653187223,0.3,0,0
2660,0,38,0,7,94513,0,256582,1,1,3,6,20,0,19120,10,2,0,0,0,0,0,14,1,3,142.693124959255,0,7.32712329225929,112.012252090577,0.2,0,0
2661,0,56,0,12,146309,0,426818,1,1,4,7,11,0,34460,6,4,0,0,0,0,3,15,1,3,154.18848429419,1,8.0861025356691,141.091623692421,0.1,0,0
2668,0,41,0,0,0,0,0,0,1,2,2,40,0,12860,4,2,0,0,0,0,0,1,0,1,0,0,7.47533923656674,95.8266690101759,0.3,0,0
2670,0,54,0,12,40818,0,0,0,1,4,7,34,0,10980,1,2,0,5050,2,0,0,15,1,3,0,0,8.01466637046494,90.0328860763853,0.5,1,3688.43551950358
2680,0,31,1,8,30348,1,128843,0,0,3,4,47,0,4600,10,1,0,2118,1,0,4,9,1,2,121.434915879524,2,3.46573590279973,63.7321671658541,0.6,1,3474.3854360224
2681,0,61,0,14,203920,0,488199,1,0,2,3,42,1,27990,1,1,0,0,0,0,0,9,0,2,160.13531465242,0,4.12713438504509,130.067570026564,0.1,0,0
2689,0,52,0,14,7356,0,0,1,0,2,1,20,0,3030,1,1,0,6796,2,0,0,7,1,1,0,0,3.97029191355212,53.9096298741055,0.6,1,3149.77130234497
2694,0,39,0,10,111619,0,173233,0,0,4,7,24,0,28390,4,1,1,0,0,0,0,16,1,3,140.199515747995,0,3.68887945411394,130.792149197568,0.2,0,0
2695,0,63,0,15,42209,0,0,0,0,2,3,22,1,16250,1,2,0,6379,3,0,8,9,1,2,0,2,4.15888308335967,105.075654585761,0.8,1,4407.55449456708
2696,0,53,0,12,72537,0,0,0,0,3,3,23,1,18880,1,3,1,0,0,0,3,1,1,2,0,1,3.98898404656427,111.457868479452,0.6,1,4243.22419759579
2702,0,41,0,0,0,0,0,1,1,2,2,49,0,5700,7,2,0,50807,3,0,0,7,0,1,0,0,7.47533923656674,69.4226002780592,0.4,0,0
2704,0,39,2,12,36143,1,0,0,0,2,4,44,0,5400,1,4,1,0,0,0,0,10,0,2,0,0,3.68887945411394,67.9432047378023,0.4,0,0
2708,3,45,3,14,54391,0,219806,1,0,3,4,22,1,22720,1,5,1,0,0,0,0,9,0,2,134.12436840075,0,3.8286413964891,119.858705549539,0.3,0,0
2709,0,54,0,11,141318,0,411675,1,1,4,7,38,0,15630,15,2,0,0,0,0,0,1,1,3,153.310147603741,0,8.01466637046494,103.479749854406,0.1,0,0
2714,0,35,0,12,58310,0,0,0,0,2,3,33,0,8470,1,4,0,0,0,0,2,1,1,2,0,1,3.58351893845611,81.2487820180903,0.6,1,3678.76975422468
2716,0,53,0,9,30012,0,0,0,1,4,6,17,0,15990,17,1,0,0,0,1,0,15,1,3,0,0,7.97796809312855,104.411053273256,0.3,0,0
2723,0,47,0,15,25620,0,141115,1,0,2,4,64,1,8760,1,4,1,0,0,0,0,10,0,2,120.365820597285,0,3.87120101090789,82.339381193249,0.3,0,0
2725,0,40,0,14,25645,0,120237,1,1,2,4,50,0,15490,1,2,0,5375,2,0,0,1,1,2,118.751934076581,0,7.42714413340862,103.114008483102,0.5,1,3914.76944092856
2738,0,54,0,0,0,0,0,0,1,2,1,29,0,17160,1,2,0,0,0,0,0,1,0,1,0,0,8.01466637046494,107.351480141258,0.3,0,0
2750,1,43,2,13,82356,0,244354,1,0,1,3,33,1,21600,1,3,1,0,0,0,0,3,1,1,140.425536552127,0,3.78418963391826,117.505332471359,0.5,1,4176.04832682741
2756,0,44,2,15,14041,0,122698,1,1,2,4,30,0,11100,4,4,1,1297,2,0,0,1,1,2,111.899776160477,0,7.61332497954064,90.4201981333569,0.5,1,3723.00499538683
